timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-10 20:34:53.542302,SEARCHING,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:34:54.797641,SEARCHING,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:34:54.999249,SEARCHING,0.105,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:34:55.218659,SEARCHING,0.245,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:34:55.431298,SEARCHING,0.385,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:34:55.697460,INSPECTING,0.518,1.000,0.00,0.00,0.00,0.760,0.768,0.781,0.765,0.765,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:55.901123,INSPECTING,0.584,1.000,0.00,0.00,-9.25,0.760,0.768,0.781,0.765,0.765,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:56.121951,INSPECTING,0.652,1.000,0.00,0.00,-18.99,0.581,0.617,2.514,0.617,0.617,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:56.351241,INSPECTING,0.716,1.000,0.00,0.00,-28.73,0.581,0.617,2.514,0.617,0.617,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:56.568688,INSPECTING,0.775,1.000,0.00,0.00,-38.47,0.581,0.617,2.514,0.617,0.617,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:56.818167,INSPECTING,0.826,1.000,0.00,0.00,-48.21,0.581,0.617,2.514,0.617,0.617,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:57.943066,INSPECTING,0.869,1.000,0.00,0.00,-57.95,0.581,0.617,2.514,0.617,0.617,0.350,0.550,-0.552,-0.850
2026-05-10 20:34:59.631542,INSPECTING,0.913,1.000,0.00,0.00,-72.57,1.224,1.122,1.026,1.116,1.116,0.350,0.550,0.552,0.850
2026-05-10 20:34:59.831660,INSPECTING,0.929,1.000,0.00,0.00,-82.31,1.054,1.031,1.012,1.031,1.031,0.350,0.550,0.552,0.850
2026-05-10 20:34:59.990686,INSPECTING,0.934,1.000,0.00,0.00,-86.20,1.022,0.974,0.926,0.970,0.970,0.350,0.550,0.552,0.850
2026-05-10 20:35:00.180375,INSPECTING,0.953,1.000,0.00,0.00,-71.59,1.031,0.923,0.832,0.926,0.923,0.350,0.550,0.552,0.850
