timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-11 17:08:26.853385,SEARCHING,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 17:08:27.922280,SEARCHING,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 17:08:28.129160,SEARCHING,0.105,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 17:08:28.356866,SEARCHING,0.245,1.000,0.00,0.00,0.00,6.730,3.751,2.409,3.691,3.269,0.700,0.021,0.120,0.240
2026-05-11 17:08:28.571723,SEARCHING,0.420,1.000,0.00,0.00,2.56,7.381,3.632,2.222,3.575,3.178,0.700,0.021,0.142,0.283
2026-05-11 17:08:28.763494,SEARCHING,0.525,1.000,0.00,0.00,4.94,7.627,3.751,2.335,3.751,3.316,0.700,0.021,0.134,0.267
2026-05-11 17:08:28.969559,SEARCHING,0.664,1.000,0.00,0.00,8.04,7.627,3.878,2.460,3.814,3.316,0.700,0.024,0.124,0.248
2026-05-11 17:08:29.178970,SEARCHING,0.802,1.000,0.00,0.00,10.91,6.184,4.014,2.514,4.014,3.316,0.700,0.031,0.106,0.212
2026-05-11 17:08:29.380076,SEARCHING,0.939,1.000,0.00,0.00,13.35,5.581,4.317,2.757,4.317,3.467,0.700,0.034,0.083,0.165
2026-05-11 17:08:29.578460,SEARCHING,1.075,1.000,0.00,0.00,15.31,4.576,5.200,2.790,4.487,3.415,0.700,0.042,0.063,0.126
2026-05-11 17:08:29.775101,SEARCHING,1.209,1.000,0.00,0.00,16.79,4.400,5.581,2.790,4.767,4.086,0.700,0.021,0.059,0.118
2026-05-11 17:08:29.984795,SEARCHING,1.343,1.000,0.00,0.00,18.10,4.160,5.867,2.724,4.868,4.160,0.700,0.021,0.057,0.114
2026-05-11 17:08:30.195985,SEARCHING,1.508,1.000,0.00,0.00,19.76,3.945,5.720,2.757,4.868,4.400,0.700,0.013,0.049,0.098
2026-05-11 17:08:30.421386,SEARCHING,1.607,1.000,0.00,0.00,20.60,3.814,6.022,2.757,4.974,4.400,0.700,0.016,0.045,0.090
2026-05-11 17:08:30.627766,SEARCHING,1.738,1.000,0.00,0.00,21.61,3.632,6.730,2.825,4.868,5.085,0.700,-0.005,0.035,0.071
2026-05-11 17:08:30.833560,SEARCHING,1.867,1.000,0.00,0.00,22.45,3.575,6.730,2.825,4.974,4.576,0.700,0.010,0.033,0.067
2026-05-11 17:08:31.046650,SEARCHING,1.996,1.000,0.00,0.00,23.21,3.467,7.151,2.790,4.868,5.581,0.700,-0.016,0.031,0.063
2026-05-11 17:08:31.269187,SEARCHING,2.125,1.000,0.00,0.00,23.91,3.365,7.151,2.860,4.868,4.400,0.700,0.013,0.024,0.047
2026-05-11 17:08:31.470804,SEARCHING,2.253,1.000,0.00,0.00,24.49,3.269,8.172,2.860,4.868,4.670,0.700,0.005,0.020,0.039
2026-05-11 17:08:31.682709,SEARCHING,2.380,1.000,0.00,0.00,24.98,3.223,7.381,3.011,4.868,4.400,0.700,0.013,0.010,0.020
2026-05-11 17:08:31.893843,SEARCHING,2.506,1.000,0.00,0.00,25.24,3.134,7.627,3.178,4.868,4.487,0.700,0.010,-0.002,-0.004
2026-05-11 17:08:32.085718,SEARCHING,2.633,1.000,0.00,0.00,25.20,3.092,7.151,3.316,4.868,4.487,0.700,0.010,-0.010,-0.020
2026-05-11 17:08:32.303037,SEARCHING,2.760,1.000,0.00,0.00,24.96,3.092,4.487,3.415,4.868,4.767,0.700,0.003,-0.014,-0.028
2026-05-11 17:08:32.516258,SEARCHING,2.887,1.000,0.00,0.00,24.64,3.134,8.172,3.575,4.868,4.767,0.700,0.003,-0.018,-0.035
2026-05-11 17:08:32.723864,SEARCHING,3.014,1.000,0.00,0.00,24.32,3.178,8.475,3.365,4.868,4.576,0.700,0.008,-0.008,-0.016
2026-05-11 17:08:32.926637,SEARCHING,3.142,1.000,0.00,0.00,24.13,3.134,4.487,3.365,4.868,4.767,0.700,0.003,-0.010,-0.020
2026-05-11 17:08:33.124730,SEARCHING,3.270,1.000,0.00,0.00,23.89,3.178,8.172,3.269,4.868,4.670,0.700,0.005,-0.004,-0.008
2026-05-11 17:08:33.351199,SEARCHING,3.398,1.000,0.00,0.00,23.75,3.269,8.172,3.092,4.767,3.467,0.700,0.047,0.008,0.016
2026-05-11 17:08:33.573948,SEARCHING,3.558,1.000,0.00,0.00,23.84,3.467,7.890,3.092,4.767,5.200,0.700,-0.010,0.016,0.031
2026-05-11 17:08:33.772956,SEARCHING,3.654,1.000,0.00,0.00,24.11,3.691,8.172,3.011,4.868,5.867,0.700,-0.021,0.028,0.055
2026-05-11 17:08:33.981562,SEARCHING,3.782,1.000,0.00,0.00,24.68,3.575,8.172,3.011,4.868,4.237,0.700,0.018,0.024,0.047
2026-05-11 17:08:34.184551,SEARCHING,3.909,1.000,0.00,0.00,25.21,3.575,8.801,3.011,4.868,5.720,0.700,-0.018,0.024,0.047
2026-05-11 17:08:34.386129,SEARCHING,4.035,1.000,0.00,0.00,25.72,3.467,8.172,3.051,4.868,5.200,0.700,-0.008,0.018,0.035
2026-05-11 17:08:34.608341,SEARCHING,4.161,1.000,0.00,0.00,26.11,3.467,7.890,3.092,4.767,4.400,0.700,0.010,0.016,0.031
2026-05-11 17:08:34.817972,SEARCHING,4.286,1.000,0.00,0.00,26.44,3.316,7.890,3.092,4.868,4.974,0.700,-0.003,0.010,0.020
2026-05-11 17:08:35.035929,SEARCHING,4.412,1.000,0.00,0.00,26.68,3.316,7.381,3.092,4.868,5.448,0.700,-0.013,0.010,0.020
2026-05-11 17:08:35.245152,SEARCHING,4.537,1.000,0.00,0.00,26.91,3.415,7.627,3.134,4.868,5.448,0.700,-0.013,0.012,0.024
2026-05-11 17:08:35.455686,SEARCHING,4.661,1.000,0.00,0.00,27.18,3.316,7.381,3.134,4.868,5.720,0.700,-0.018,0.008,0.016
2026-05-11 17:08:35.655818,SEARCHING,4.786,1.000,0.00,0.00,27.38,3.134,7.151,3.316,4.868,5.200,0.700,-0.008,-0.008,-0.016
2026-05-11 17:08:35.884403,SEARCHING,4.941,1.000,0.00,0.00,27.18,3.092,7.627,3.365,4.868,5.321,0.700,-0.010,-0.012,-0.024
2026-05-11 17:08:36.075098,SEARCHING,5.035,1.000,0.00,0.00,26.92,2.972,7.627,3.751,4.868,4.767,0.700,0.003,-0.031,-0.063
2026-05-11 17:08:36.287477,SEARCHING,5.160,1.000,0.00,0.00,26.28,2.972,8.172,3.691,4.868,5.085,0.700,-0.005,-0.029,-0.059
2026-05-11 17:08:36.481133,SEARCHING,5.286,1.000,0.00,0.00,25.57,2.972,7.151,3.632,4.868,4.974,0.700,-0.003,-0.028,-0.055
2026-05-11 17:08:36.691910,SEARCHING,5.412,1.000,0.00,0.00,24.94,3.051,7.890,3.575,4.868,5.867,0.700,-0.021,-0.022,-0.043
