timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-10 20:14:03.895662,SEARCHING,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:14:04.093812,SEARCHING,0.105,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:14:04.310472,SEARCHING,0.245,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:14:04.560584,INSPECTING,0.378,1.000,0.00,0.00,0.00,0.755,0.835,1.845,0.829,0.835,0.350,-0.550,-0.552,-0.850
2026-05-10 20:14:04.789884,INSPECTING,0.437,1.000,0.00,0.00,-8.28,0.706,0.786,1.831,0.786,0.792,0.350,-0.550,-0.552,-0.850
2026-05-10 20:14:05.033429,SEARCHING,0.506,1.000,0.00,0.00,-18.02,0.617,2.222,1.467,2.243,2.222,0.350,0.000,0.000,0.000
2026-05-10 20:14:05.176997,SEARCHING,0.599,1.000,0.00,0.00,-27.74,2.138,1.611,1.211,1.611,1.600,0.564,0.003,0.161,0.323
2026-05-10 20:14:05.401423,SEARCHING,0.702,1.000,0.00,0.00,-27.32,2.061,1.496,1.150,1.496,1.505,0.523,-0.003,0.173,0.346
2026-05-10 20:14:05.631478,SEARCHING,0.796,1.000,0.00,0.00,-23.35,1.907,1.404,1.054,1.404,1.387,0.491,0.005,0.191,0.382
2026-05-10 20:14:05.835162,SEARCHING,0.889,1.000,0.00,0.00,-19.08,1.907,1.404,1.054,1.404,1.387,0.491,0.005,0.191,0.382
2026-05-10 20:14:06.054898,SEARCHING,0.983,1.000,0.00,0.00,-14.66,1.907,1.421,1.031,1.421,1.439,0.497,-0.005,0.201,0.401
2026-05-10 20:14:06.259770,SEARCHING,1.082,1.000,0.00,0.00,-10.02,1.973,1.515,1.035,1.496,1.505,0.530,-0.003,0.206,0.413
2026-05-10 20:14:06.461438,SEARCHING,1.187,1.000,0.00,0.00,-5.29,1.973,1.515,1.035,1.496,1.505,0.530,-0.003,0.206,0.413
2026-05-10 20:14:06.670057,SEARCHING,1.293,1.000,0.00,0.00,-0.56,2.335,1.486,1.122,1.486,1.496,0.520,-0.003,0.208,0.417
2026-05-10 20:14:06.908404,SEARCHING,1.397,1.000,0.00,0.00,4.21,2.790,1.589,1.211,1.578,1.578,0.556,0.000,0.210,0.421
2026-05-10 20:14:07.109124,SEARCHING,1.506,1.000,0.00,0.00,9.02,3.691,1.658,1.144,1.658,1.670,0.580,-0.003,0.271,0.543
2026-05-10 20:14:07.329087,SEARCHING,1.618,1.000,0.00,0.00,14.89,5.867,1.747,1.144,1.733,1.760,0.611,-0.005,0.317,0.633
2026-05-10 20:14:07.533021,SEARCHING,1.737,1.000,0.00,0.00,21.68,4.974,1.973,1.211,1.973,1.990,0.690,-0.003,0.281,0.562
2026-05-10 20:14:07.742474,SEARCHING,1.863,1.000,0.00,0.00,27.90,4.317,2.514,1.300,2.514,2.409,0.700,0.010,0.242,0.484
2026-05-10 20:14:07.952316,SEARCHING,1.984,1.000,0.00,0.00,33.12,3.814,4.014,1.486,3.691,2.460,0.700,0.081,0.185,0.370
2026-05-10 20:14:08.179749,SEARCHING,2.098,1.000,0.00,0.00,37.06,3.691,5.085,1.891,4.974,2.434,0.700,0.126,0.116,0.232
2026-05-10 20:14:08.382756,SEARCHING,2.208,1.000,0.00,0.00,39.83,3.691,5.085,1.891,4.974,2.434,0.700,0.126,0.116,0.232
2026-05-10 20:14:08.588961,SEARCHING,2.314,1.000,0.00,0.00,42.48,3.691,5.085,1.891,4.974,2.434,0.700,0.126,0.116,0.232
2026-05-10 20:14:08.816474,SEARCHING,2.415,1.000,0.00,0.00,44.02,2.934,3.814,6.184,3.814,2.359,0.700,0.097,-0.081,-0.161
2026-05-10 20:14:09.021680,SEARCHING,2.517,1.000,0.00,0.00,42.17,2.860,3.691,6.022,3.691,2.409,0.700,0.087,-0.083,-0.165
2026-05-10 20:14:09.245642,SEARCHING,2.622,1.000,0.00,0.00,40.29,2.896,3.751,6.356,3.751,2.409,0.700,0.089,-0.085,-0.169
2026-05-10 20:14:09.453684,SEARCHING,2.730,1.000,0.00,0.00,38.36,2.934,3.751,6.538,3.751,2.222,0.700,0.110,-0.085,-0.169
2026-05-10 20:14:09.668609,SEARCHING,2.842,1.000,0.00,0.00,36.42,2.790,3.945,6.934,3.878,2.460,0.700,0.089,-0.096,-0.193
2026-05-10 20:14:09.889195,SEARCHING,2.956,1.000,0.00,0.00,34.24,2.724,3.945,7.627,3.878,2.571,0.700,0.079,-0.106,-0.212
2026-05-10 20:14:10.104108,SEARCHING,3.073,1.000,0.00,0.00,31.81,2.724,3.945,7.627,3.878,2.571,0.700,0.079,-0.106,-0.212
