timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
19:19:45.694,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,10.000,0.000,0.000,0.000
19:19:46.739,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,10.000,0.000,0.000,0.000
19:19:46.941,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,10.000,0.000,0.000,0.000
19:19:47.143,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:47.343,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:47.542,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:47.743,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:47.943,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:48.143,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:48.344,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:48.544,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:48.744,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:48.945,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:49.145,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:49.347,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:49.547,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:49.747,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:49.948,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:50.148,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:50.349,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:50.550,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:50.750,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:50.951,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:51.152,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:51.353,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:51.553,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
19:19:51.754,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,1.179,7.890,2.434,6.022,2.487,0,0,SEARCHING,1.179,0.000,0.000,0.000
