timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
20:18:02.658,SEARCHING,0.048,0.000,1.001,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,10.000,0.800,0.016,0.000
20:18:02.862,SEARCHING,0.117,0.000,1.003,0.00,0.00,1.85,2.692,1.064,1.079,1.064,1.059,0,0,SEARCHING,1.059,0.341,0.007,0.555
20:18:03.062,SEARCHING,0.157,0.003,1.003,0.00,0.00,5.59,2.200,1.008,1.008,1.012,1.004,0,0,SEARCHING,1.004,0.323,0.013,0.538
20:18:03.263,SEARCHING,0.196,0.007,1.024,0.00,0.00,9.31,2.007,1.150,0.953,1.150,1.257,0,0,SEARCHING,0.953,0.368,-0.111,0.551
20:18:03.463,SEARCHING,0.264,0.021,0.998,0.00,0.00,13.15,1.845,3.467,0.873,3.467,2.434,0,0,SEARCHING,0.873,0.800,0.184,0.603
20:18:03.664,SEARCHING,0.357,0.046,1.035,0.00,0.00,17.49,1.682,3.092,0.753,3.134,2.514,0,0,SEARCHING,0.753,0.800,0.118,0.734
20:18:03.864,SEARCHING,0.447,0.078,1.049,0.00,0.00,22.57,1.515,2.288,0.923,2.288,2.311,0,0,SEARCHING,0.923,0.732,-0.007,0.424
20:18:04.064,SEARCHING,0.526,0.113,1.048,0.00,0.00,25.44,1.404,2.007,3.878,2.025,2.025,0,0,SEARCHING,1.404,0.642,0.000,-0.455
20:18:04.265,SEARCHING,0.596,0.144,1.048,0.00,0.00,22.28,1.395,2.061,4.317,2.061,2.080,0,0,SEARCHING,1.395,0.660,-0.007,-0.485
20:18:04.465,SEARCHING,0.672,0.173,1.047,0.00,0.00,18.93,1.430,2.288,4.868,2.460,2.384,0,0,SEARCHING,1.430,0.732,0.020,-0.494
20:18:04.666,SEARCHING,0.760,0.201,1.051,0.00,0.00,15.53,1.457,2.790,5.200,2.825,2.571,0,0,SEARCHING,1.457,0.800,0.052,-0.494
20:18:04.867,SEARCHING,0.853,0.224,1.063,0.00,0.00,12.14,1.515,2.825,6.022,2.860,2.600,0,0,SEARCHING,1.515,0.800,0.052,-0.494
20:18:05.067,SEARCHING,0.947,0.242,1.074,0.00,0.00,8.80,1.578,3.051,6.730,3.011,2.661,0,0,SEARCHING,1.578,0.800,0.066,-0.485
20:18:05.268,SEARCHING,1.042,0.254,1.092,0.00,0.00,5.50,1.923,3.415,7.381,3.415,2.661,0,0,SEARCHING,1.923,0.800,0.125,-0.385
20:18:05.468,SEARCHING,1.138,0.262,1.120,0.00,0.00,3.12,2.119,3.814,6.730,3.878,2.757,0,0,SEARCHING,2.119,0.800,0.157,-0.323
20:18:05.669,SEARCHING,1.234,0.265,1.153,0.00,0.00,0.92,2.243,4.237,6.022,4.237,2.825,0,0,SEARCHING,2.243,0.800,0.177,-0.280
20:18:05.869,SEARCHING,1.330,0.266,1.187,0.00,0.00,-0.95,2.200,4.487,4.670,4.487,2.972,0,0,SEARCHING,2.200,0.800,0.170,-0.240
20:18:06.071,SEARCHING,1.426,0.263,1.222,0.00,0.00,-2.54,2.179,4.670,3.945,4.670,3.011,0,0,SEARCHING,2.179,0.800,0.177,-0.205
20:18:06.271,SEARCHING,1.522,0.258,1.257,0.00,0.00,-3.89,2.266,4.868,3.814,4.868,3.134,0,0,SEARCHING,2.266,0.800,0.170,-0.179
20:18:06.471,SEARCHING,1.617,0.250,1.291,0.00,0.00,-5.03,2.384,4.974,3.575,4.974,3.223,0,0,SEARCHING,2.384,0.800,0.164,-0.140
20:18:06.672,SEARCHING,1.713,0.241,1.325,0.00,0.00,-5.96,2.487,5.085,3.467,5.085,3.269,0,0,SEARCHING,2.487,0.800,0.164,-0.114
20:18:06.872,SEARCHING,1.808,0.231,1.356,0.00,0.00,-6.73,2.542,5.200,3.365,5.085,3.365,0,0,SEARCHING,2.542,0.800,0.151,-0.096
20:18:07.072,SEARCHING,1.904,0.219,1.386,0.00,0.00,-7.36,2.661,5.321,3.269,5.085,3.415,0,0,SEARCHING,2.661,0.800,0.144,-0.070
20:18:07.273,SEARCHING,1.999,0.206,1.413,0.00,0.00,-7.83,2.661,5.581,3.223,4.974,3.520,0,0,SEARCHING,2.661,0.800,0.125,-0.066
20:18:07.474,SEARCHING,2.094,0.193,1.438,0.00,0.00,-8.05,2.724,5.720,3.178,4.868,3.520,0,0,SEARCHING,2.724,0.800,0.118,-0.052
20:18:07.674,SEARCHING,2.189,0.179,1.461,0.00,0.00,-8.23,2.757,5.720,3.178,4.767,3.575,0,0,SEARCHING,2.757,0.800,0.105,0.000
20:18:07.874,SEARCHING,2.284,0.166,1.481,0.00,0.00,-8.41,2.790,5.720,3.178,4.767,3.691,0,0,SEARCHING,2.790,0.800,0.092,0.000
20:18:08.075,SEARCHING,2.379,0.152,1.499,0.00,0.00,-8.41,2.724,5.867,3.134,4.767,3.751,0,0,SEARCHING,2.724,0.800,0.085,0.000
20:18:08.276,SEARCHING,2.474,0.138,1.515,0.00,0.00,-8.41,2.757,5.720,3.223,4.670,3.751,0,0,SEARCHING,2.757,0.800,0.079,-0.052
20:18:08.477,SEARCHING,2.569,0.123,1.535,0.00,0.00,-8.80,2.724,5.720,3.316,4.576,3.814,0,0,SEARCHING,2.724,0.800,0.066,-0.066
20:18:08.677,SEARCHING,2.664,0.108,1.548,0.00,0.00,-9.24,2.757,5.720,3.415,4.670,3.878,0,0,SEARCHING,2.757,0.800,0.066,-0.070
20:18:08.877,SEARCHING,2.758,0.092,1.561,0.00,0.00,-9.71,2.790,5.720,3.467,4.576,3.878,0,0,SEARCHING,2.790,0.800,0.059,-0.070
20:18:09.077,SEARCHING,2.853,0.076,1.572,0.00,0.00,-10.19,2.790,5.867,3.520,4.576,3.878,0,0,SEARCHING,2.790,0.800,0.059,-0.074
20:18:09.278,SEARCHING,2.947,0.059,1.583,0.00,0.00,-10.68,2.825,5.867,3.467,4.487,4.086,0,0,SEARCHING,2.825,0.800,0.033,-0.066
20:18:09.478,SEARCHING,3.042,0.041,1.591,0.00,0.00,-11.12,2.860,5.867,3.415,4.487,4.014,0,0,SEARCHING,2.860,0.800,0.039,-0.057
20:18:09.679,SEARCHING,3.136,0.022,1.598,0.00,0.00,-11.51,2.896,6.022,3.365,4.487,4.014,0,0,SEARCHING,2.896,0.800,0.039,0.000
20:18:09.880,SEARCHING,3.230,0.003,1.605,0.00,0.00,-11.51,2.860,6.022,3.316,4.400,4.014,0,0,SEARCHING,2.860,0.800,0.033,0.000
20:18:10.081,SEARCHING,3.324,-0.017,1.612,0.00,0.00,-11.51,2.860,5.867,3.316,4.400,4.086,0,0,SEARCHING,2.860,0.800,0.026,0.000
20:18:10.281,SEARCHING,3.418,-0.036,1.617,0.00,0.00,-11.51,2.860,5.867,3.316,4.400,4.014,0,0,SEARCHING,2.860,0.800,0.033,0.000
20:18:10.482,SEARCHING,3.512,-0.055,1.625,0.00,0.00,-11.51,2.790,5.581,3.269,4.400,4.014,0,0,SEARCHING,2.790,0.800,0.033,-0.052
20:18:10.683,SEARCHING,3.606,-0.074,1.631,0.00,0.00,-11.87,2.790,5.720,3.316,4.400,4.086,0,0,SEARCHING,2.790,0.800,0.026,-0.057
20:18:10.884,SEARCHING,3.700,-0.094,1.636,0.00,0.00,-12.26,2.790,5.867,3.269,4.317,4.086,0,0,SEARCHING,2.790,0.800,0.020,-0.052
20:18:11.084,SEARCHING,3.794,-0.115,1.641,0.00,0.00,-12.62,2.757,5.867,3.223,4.317,3.878,0,0,SEARCHING,2.757,0.800,0.039,-0.052
20:18:11.285,SEARCHING,3.887,-0.136,1.647,0.00,0.00,-13.00,2.757,5.720,3.178,4.317,4.086,0,0,SEARCHING,2.757,0.800,0.020,0.000
20:18:11.485,SEARCHING,3.981,-0.158,1.651,0.00,0.00,-13.00,2.757,5.581,3.092,4.317,4.160,0,0,SEARCHING,2.757,0.800,0.013,0.000
20:18:11.686,SEARCHING,4.074,-0.179,1.654,0.00,0.00,-13.00,2.790,5.867,3.134,4.317,4.160,0,0,SEARCHING,2.790,0.800,0.013,0.000
20:18:11.886,SEARCHING,4.168,-0.201,1.658,0.00,0.00,-13.00,2.757,5.867,3.178,4.317,4.237,0,0,SEARCHING,2.757,0.800,0.007,0.000
20:18:12.086,SEARCHING,4.262,-0.223,1.659,0.00,0.00,-13.18,2.757,5.581,3.134,4.317,4.160,0,0,SEARCHING,2.757,0.800,0.013,0.000
20:18:12.287,SEARCHING,4.355,-0.244,1.662,0.00,0.00,-13.36,2.825,5.720,3.134,4.400,4.160,0,0,SEARCHING,2.825,0.800,0.020,0.000
20:18:12.488,SEARCHING,4.448,-0.267,1.665,0.00,0.00,-13.36,2.825,5.720,3.134,4.317,4.160,0,0,SEARCHING,2.825,0.800,0.013,0.000
20:18:12.689,SEARCHING,4.542,-0.289,1.668,0.00,0.00,-13.36,2.790,5.321,3.092,4.317,4.160,0,0,SEARCHING,2.790,0.800,0.013,0.000
20:18:12.888,SEARCHING,4.635,-0.311,1.671,0.00,0.00,-13.36,2.790,5.321,3.092,4.317,4.160,0,0,SEARCHING,2.790,0.800,0.013,0.000
20:18:13.089,SEARCHING,4.729,-0.333,1.675,0.00,0.00,-13.36,2.790,5.321,3.051,4.317,4.160,0,0,SEARCHING,2.790,0.800,0.013,0.000
20:18:13.290,SEARCHING,4.822,-0.355,1.678,0.00,0.00,-13.36,2.825,5.867,3.092,4.317,4.014,0,0,SEARCHING,2.825,0.800,0.026,0.000
20:18:13.490,SEARCHING,4.915,-0.378,1.683,0.00,0.00,-13.36,2.790,5.867,3.092,4.317,3.945,0,0,SEARCHING,2.790,0.800,0.033,0.000
20:18:13.691,SEARCHING,5.009,-0.400,1.687,0.00,0.00,-13.36,2.790,5.720,3.092,4.317,4.160,0,0,SEARCHING,2.790,0.800,0.013,0.000
