timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-11 20:29:55.033564,SEARCHING,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 20:29:56.201412,SEARCHING,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 20:29:56.402493,SEARCHING,0.119,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 20:29:56.629827,SEARCHING,0.259,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 20:29:56.846932,SEARCHING,0.399,1.000,0.00,0.00,-0.95,2.434,4.767,7.151,4.670,4.237,0.700,0.013,-0.122,-0.244
2026-05-11 20:29:57.033884,SEARCHING,0.539,1.000,0.00,0.00,-3.59,2.542,4.974,5.581,4.868,4.868,0.700,0.000,-0.096,-0.193
2026-05-11 20:29:57.239352,SEARCHING,0.678,1.000,0.00,0.00,-5.60,2.724,5.085,4.086,4.868,0.829,0.700,0.600,-0.055,-0.110
2026-05-11 20:29:57.466795,SEARCHING,0.818,1.000,0.00,0.00,-6.86,2.790,5.200,3.814,4.868,4.974,0.700,-0.003,-0.043,-0.087
2026-05-11 20:29:57.667476,SEARCHING,0.956,1.000,0.00,0.00,-7.87,2.860,5.200,3.691,4.868,5.085,0.700,-0.005,-0.035,-0.071
2026-05-11 20:29:57.882255,SEARCHING,1.095,1.000,0.00,0.00,-8.72,2.934,5.321,3.575,4.868,4.974,0.700,-0.003,-0.028,-0.055
2026-05-11 20:29:58.101970,SEARCHING,1.233,1.000,0.00,0.00,-9.36,2.972,5.321,3.575,4.868,5.085,0.700,-0.005,-0.026,-0.051
2026-05-11 20:29:58.325395,SEARCHING,1.371,1.000,0.00,0.00,-9.95,2.972,5.321,3.575,4.868,5.085,0.700,-0.005,-0.026,-0.051
2026-05-11 20:29:58.557730,SEARCHING,1.509,1.000,0.00,0.00,-10.47,3.092,5.581,3.415,4.868,5.200,0.700,-0.008,-0.014,-0.028
2026-05-11 20:29:58.771626,SEARCHING,1.647,1.000,0.00,0.00,-10.77,3.134,5.581,3.365,4.868,5.085,0.700,-0.005,-0.010,-0.020
2026-05-11 20:29:58.969555,SEARCHING,1.784,1.000,0.00,0.00,-11.00,3.134,5.720,3.316,4.868,5.085,0.700,-0.005,-0.008,-0.016
2026-05-11 20:29:59.171413,SEARCHING,1.922,1.000,0.00,0.00,-11.19,3.223,5.581,3.575,4.868,5.321,0.700,-0.010,-0.014,-0.028
2026-05-11 20:29:59.380635,SEARCHING,2.059,1.000,0.00,0.00,-11.58,3.178,5.720,3.751,4.868,4.400,0.700,0.013,-0.022,-0.043
