timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-10 20:45:25.490964,SEARCHING,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:45:25.691831,SEARCHING,0.105,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-10 20:45:25.965976,INSPECTING,0.245,1.000,0.00,0.00,0.00,0.915,0.982,1.956,0.982,0.978,0.000,0.000,0.000,0.000
2026-05-10 20:45:26.176442,INSPECTING,0.346,1.000,0.00,0.00,-3.41,0.768,0.860,1.907,0.835,0.857,0.350,-0.550,-0.552,-0.850
2026-05-10 20:45:26.427805,SEARCHING,0.416,1.000,0.00,0.00,-13.15,0.711,0.826,1.567,2.119,0.823,0.350,0.550,-0.552,-0.850
2026-05-10 20:45:26.558443,SEARCHING,0.466,1.000,0.00,0.00,-20.45,0.695,2.099,1.448,2.099,2.119,0.700,-0.003,-0.336,-0.673
2026-05-10 20:45:26.762071,SEARCHING,0.573,1.000,0.00,0.00,-26.90,1.956,1.578,1.179,1.578,1.578,0.552,0.000,0.151,0.303
2026-05-10 20:45:26.981619,SEARCHING,0.674,1.000,0.00,0.00,-26.07,1.831,1.476,1.105,1.476,1.467,0.517,0.003,0.161,0.323
2026-05-10 20:45:27.172290,SEARCHING,0.769,1.000,0.00,0.00,-22.40,1.774,1.496,1.090,1.486,1.486,0.523,0.000,0.159,0.319
2026-05-10 20:45:27.391142,SEARCHING,0.866,1.000,0.00,0.00,-18.78,1.788,1.486,1.079,1.496,1.515,0.520,-0.005,0.165,0.330
2026-05-10 20:45:27.590083,SEARCHING,0.966,1.000,0.00,0.00,-15.02,1.788,1.515,1.064,1.505,1.505,0.530,0.000,0.171,0.342
2026-05-10 20:45:27.791933,SEARCHING,1.069,1.000,0.00,0.00,-11.04,1.923,1.457,1.074,1.457,1.457,0.510,0.000,0.185,0.370
2026-05-10 20:45:27.996321,SEARCHING,1.170,1.000,0.00,0.00,-6.81,2.025,1.370,1.084,1.370,1.378,0.480,-0.003,0.193,0.385
2026-05-10 20:45:28.200679,SEARCHING,1.243,1.000,0.00,0.00,-3.53,2.200,1.300,1.144,1.300,1.285,0.455,0.005,0.189,0.378
2026-05-10 20:45:28.419030,SEARCHING,1.358,1.000,0.00,0.00,1.98,2.661,1.404,1.095,1.412,1.404,0.491,0.003,0.242,0.484
2026-05-10 20:45:28.615330,SEARCHING,1.455,1.000,0.00,0.00,7.27,2.692,1.486,1.008,1.476,1.476,0.520,0.000,0.279,0.559
2026-05-10 20:45:28.832264,SEARCHING,1.557,1.000,0.00,0.00,13.59,3.269,1.760,1.031,1.774,1.788,0.616,-0.003,0.299,0.598
2026-05-10 20:45:29.044052,SEARCHING,1.674,1.000,0.00,0.00,20.45,3.520,1.891,1.059,1.907,1.891,0.662,0.003,0.297,0.594
2026-05-10 20:45:29.253334,SEARCHING,1.797,1.000,0.00,0.00,27.08,4.670,2.542,1.395,2.514,2.460,0.700,0.005,0.226,0.452
2026-05-10 20:45:29.466087,SEARCHING,1.918,1.000,0.00,0.00,32.38,4.974,2.692,1.515,2.692,2.487,0.700,0.018,0.206,0.413
2026-05-10 20:45:29.669248,SEARCHING,2.034,1.000,0.00,0.00,36.86,6.184,3.415,1.907,3.415,2.460,0.700,0.068,0.163,0.326
2026-05-10 20:45:29.873161,SEARCHING,2.143,1.000,0.00,0.00,40.62,5.085,3.632,1.956,3.691,2.460,0.700,0.081,0.142,0.283
2026-05-10 20:45:30.077477,SEARCHING,2.247,1.000,0.00,0.00,43.90,4.487,3.751,2.025,3.751,2.460,0.700,0.084,0.122,0.244
2026-05-10 20:45:30.290573,SEARCHING,2.346,1.000,0.00,0.00,46.20,2.896,4.237,2.359,4.237,2.434,0.700,0.105,0.035,0.071
2026-05-10 20:45:30.499881,SEARCHING,2.442,1.000,0.00,0.00,46.88,2.724,4.487,2.630,4.487,2.384,0.700,0.118,0.006,0.012
2026-05-10 20:45:30.714533,SEARCHING,2.537,1.000,0.00,0.00,47.02,2.661,4.400,2.724,4.400,2.409,0.700,0.113,-0.004,-0.008
2026-05-10 20:45:30.902883,SEARCHING,2.633,1.000,0.00,0.00,46.98,2.661,4.400,2.692,4.400,2.311,0.700,0.123,-0.002,-0.004
2026-05-10 20:45:31.118527,SEARCHING,2.728,1.000,0.00,0.00,46.96,2.724,4.160,2.600,4.160,2.434,0.700,0.102,0.008,0.016
2026-05-10 20:45:31.331775,SEARCHING,2.824,1.000,0.00,0.00,47.10,2.692,4.160,2.487,4.160,2.460,0.700,0.100,0.014,0.028
2026-05-10 20:45:31.523028,SEARCHING,2.919,1.000,0.00,0.00,47.44,3.415,4.014,2.311,4.014,2.571,0.700,0.084,0.063,0.126
2026-05-10 20:45:31.749924,SEARCHING,3.013,1.000,0.00,0.00,48.66,3.467,3.945,2.311,4.014,2.487,0.700,0.092,0.065,0.130
2026-05-10 20:45:31.979493,SEARCHING,3.104,1.000,0.00,0.00,50.11,3.365,4.086,2.311,3.814,2.487,0.700,0.084,0.061,0.122
2026-05-10 20:45:32.161797,SEARCHING,3.193,1.000,0.00,0.00,51.48,3.269,5.085,2.335,4.487,2.460,0.700,0.110,0.055,0.110
2026-05-10 20:45:32.363395,SEARCHING,3.279,1.000,0.00,0.00,52.74,3.269,5.085,2.335,4.487,2.460,0.700,0.110,0.055,0.110
2026-05-10 20:45:32.568315,SEARCHING,3.362,1.000,0.00,0.00,53.89,3.011,4.576,2.434,4.400,2.434,0.700,0.110,0.035,0.071
2026-05-10 20:45:32.785917,SEARCHING,3.444,1.000,0.00,0.00,54.69,2.934,4.237,2.460,4.160,2.460,0.700,0.100,0.029,0.059
2026-05-10 20:45:33.011706,SEARCHING,3.525,1.000,0.00,0.00,55.39,2.934,4.237,2.460,4.160,2.460,0.700,0.100,0.029,0.059
2026-05-10 20:45:33.235303,SEARCHING,3.603,1.000,0.00,0.00,55.99,2.757,4.086,2.487,4.237,2.266,0.700,0.123,0.018,0.035
2026-05-10 20:45:33.447622,SEARCHING,3.681,1.000,0.00,0.00,56.40,2.630,3.751,2.571,4.160,2.335,0.700,0.113,0.004,0.008
2026-05-10 20:45:33.671157,SEARCHING,3.759,1.000,0.00,0.00,56.57,2.630,3.751,2.571,4.160,2.335,0.700,0.113,0.004,0.008
2026-05-10 20:45:33.874437,SEARCHING,3.836,1.000,0.00,0.00,56.69,2.571,3.632,2.434,4.160,2.514,0.700,0.094,0.010,0.020
