timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
19:37:00.879,SEARCHING,0.032,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,10.000,0.800,0.030,0.000
19:37:01.122,SEARCHING,0.192,0.000,1.000,0.00,0.00,0.00,1.054,0.986,3.415,0.982,0.986,0,0,SEARCHING,0.982,0.316,-0.010,-0.328
19:37:01.431,SEARCHING,0.304,-0.000,1.000,0.00,0.00,-1.88,0.930,0.877,1.105,0.873,0.873,0,0,SEARCHING,0.873,0.281,0.000,-0.085
19:37:01.737,INSPECTING,0.378,-0.004,1.000,0.00,0.00,-3.86,0.795,0.795,3.134,0.789,0.792,0,0,SEARCHING,0.789,0.000,0.000,0.000
19:37:02.069,INSPECTING,0.444,-0.010,1.000,0.00,0.00,-7.86,0.689,0.729,2.825,0.733,0.729,0,0,RIGHT,2.825,0.150,0.000,-1.100
19:37:02.228,INSPECTING,0.449,-0.011,1.000,0.00,0.00,-8.38,0.650,0.743,2.630,0.738,0.741,0,0,RIGHT,2.630,0.150,0.000,-1.100
19:37:02.533,INSPECTING,0.485,-0.021,1.000,0.00,0.00,-24.14,0.683,2.724,1.600,2.692,2.434,0,0,TOP,2.692,0.150,1.000,0.000
19:37:02.822,SEARCHING,0.517,-0.041,1.000,0.00,0.00,-39.89,2.222,1.600,1.271,1.589,1.600,0,0,SEARCHING,1.271,0.512,-0.010,0.337
19:37:02.990,SEARCHING,0.548,-0.073,1.000,0.00,0.00,-48.72,2.061,1.546,1.230,1.546,1.546,0,0,SEARCHING,1.230,0.495,0.000,0.328
19:37:03.191,SEARCHING,0.696,-0.213,1.000,0.00,0.00,-38.79,2.896,1.589,1.192,1.578,1.589,0,0,SEARCHING,1.192,0.508,-0.010,0.494
19:37:03.391,SEARCHING,0.778,-0.273,1.000,0.00,0.00,-33.20,3.092,1.646,1.186,1.634,1.634,0,0,SEARCHING,1.186,0.527,0.000,0.520
19:37:03.589,SEARCHING,0.868,-0.326,1.000,0.00,0.00,-27.27,3.365,1.816,1.230,1.802,1.816,0,0,SEARCHING,1.230,0.581,-0.010,0.516
19:37:03.791,SEARCHING,0.978,-0.376,1.000,0.00,0.00,-21.32,4.086,2.460,1.285,2.460,2.434,0,0,SEARCHING,1.285,0.787,0.010,0.533
19:37:03.988,SEARCHING,1.124,-0.425,1.000,0.00,0.00,-15.21,5.581,2.825,1.346,2.790,2.460,0,0,SEARCHING,1.346,0.800,0.106,0.564
19:37:04.195,SEARCHING,1.280,-0.459,1.000,0.00,0.00,-9.18,5.321,2.934,1.845,2.934,2.487,0,0,SEARCHING,1.845,0.800,0.135,0.354
19:37:04.395,SEARCHING,1.439,-0.479,1.000,0.00,0.00,-5.03,4.767,3.316,2.179,3.316,2.460,0,0,SEARCHING,2.179,0.800,0.231,0.249
19:37:04.585,SEARCHING,1.598,-0.489,1.000,0.00,0.00,-2.02,4.317,3.691,2.119,3.632,2.460,0,0,SEARCHING,2.119,0.800,0.288,0.240
19:37:04.797,SEARCHING,1.758,-0.491,1.000,0.00,0.00,0.71,4.014,3.945,2.025,3.575,2.460,0,0,SEARCHING,2.025,0.800,0.279,0.245
19:37:04.994,SEARCHING,1.918,-0.486,1.000,0.00,0.00,3.35,3.691,6.934,2.159,6.022,2.434,0,0,SEARCHING,2.159,0.800,0.538,0.192
19:37:05.195,SEARCHING,2.078,-0.474,1.000,0.00,0.00,5.61,3.415,6.184,2.288,6.022,2.434,0,0,SEARCHING,2.288,0.800,0.538,0.144
19:37:05.399,SEARCHING,2.237,-0.456,1.000,0.00,0.00,7.31,3.269,5.581,2.359,5.581,2.487,0,0,SEARCHING,2.359,0.800,0.490,0.118
19:37:05.595,SEARCHING,2.395,-0.434,1.000,0.00,0.00,8.64,3.134,5.085,2.487,5.200,2.434,0,0,SEARCHING,2.434,0.800,0.481,0.083
19:37:05.805,SEARCHING,2.553,-0.408,1.000,0.00,0.00,9.58,2.972,4.868,2.542,4.868,2.335,0,0,SEARCHING,2.335,0.800,0.490,0.057
19:37:06.004,SEARCHING,2.711,-0.381,1.000,0.00,0.00,10.25,2.896,4.670,2.542,4.767,2.434,0,0,SEARCHING,2.434,0.800,0.442,0.000
19:37:06.198,SEARCHING,2.868,-0.352,1.000,0.00,0.00,10.43,2.790,4.576,2.460,4.576,2.460,0,0,SEARCHING,2.460,0.800,0.413,0.000
