timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-11 15:44:30.564774,SEARCHING,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 15:44:31.839322,SEARCHING,0.056,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 15:44:32.037628,SEARCHING,0.196,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 15:44:32.262239,SEARCHING,0.336,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 15:44:32.518752,INSPECTING,0.476,1.000,0.00,0.00,0.00,0.704,0.722,7.381,0.722,0.738,0.000,0.000,0.000,0.000
2026-05-11 15:44:32.703555,INSPECTING,0.553,1.000,0.00,0.00,-4.87,0.704,0.722,7.381,0.722,0.738,0.350,-0.550,-0.552,-0.850
2026-05-11 15:44:32.985307,INSPECTING,0.622,1.000,0.00,0.00,-14.61,0.704,0.722,7.381,0.722,0.738,0.350,-0.550,-0.552,-0.850
2026-05-11 15:44:33.589131,SEARCHING,0.672,1.000,0.00,0.00,-21.92,0.551,7.381,2.972,6.022,2.460,0.350,0.000,0.000,0.000
2026-05-11 15:44:33.651566,SEARCHING,0.789,1.000,0.00,0.00,-40.06,0.551,7.381,2.972,6.022,2.460,0.700,0.144,-0.665,-1.329
2026-05-11 15:44:34.505660,SEARCHING,0.884,1.000,0.00,0.00,-55.29,0.551,7.381,2.972,6.022,2.460,0.700,0.144,-0.665,-1.329
2026-05-11 15:44:34.726977,SEARCHING,0.949,1.000,0.00,0.00,-70.53,0.551,7.381,2.972,6.022,2.460,0.700,0.144,-0.665,-1.329
2026-05-11 15:44:34.961507,SEARCHING,0.980,1.000,0.00,0.00,-85.76,0.551,7.381,2.972,6.022,2.460,0.700,0.144,-0.665,-1.329
2026-05-11 15:44:35.173331,SEARCHING,0.973,1.000,0.00,0.00,-101.00,1.300,1.192,1.095,1.192,1.192,0.417,0.000,0.065,0.130
2026-05-11 15:44:35.377415,SEARCHING,0.952,1.000,0.00,0.00,-102.85,1.079,1.064,1.050,1.064,1.064,0.372,0.000,0.012,0.024
2026-05-11 15:44:35.637116,INSPECTING,0.939,1.000,0.00,0.00,-102.52,0.942,0.934,0.930,0.938,0.938,0.350,0.550,0.552,0.850
2026-05-11 15:44:35.861348,INSPECTING,0.929,1.000,0.00,0.00,-93.75,0.919,0.897,0.880,0.897,0.897,0.350,0.550,0.552,0.850
2026-05-11 15:44:36.053739,INSPECTING,0.930,1.000,0.00,0.00,-84.01,0.904,0.835,0.776,0.838,0.835,0.350,0.550,0.552,0.850
2026-05-11 15:44:36.283891,INSPECTING,0.943,1.000,0.00,0.00,-74.27,0.904,0.835,0.776,0.838,0.835,0.350,0.550,0.552,0.850
2026-05-11 15:44:36.486721,INSPECTING,0.967,1.000,0.00,0.00,-64.53,0.970,0.792,0.671,0.795,0.789,0.350,0.550,0.552,0.850
2026-05-11 15:44:36.720796,INSPECTING,1.002,1.000,0.00,0.00,-54.79,1.069,0.811,0.654,0.811,0.814,0.350,0.550,-0.552,-0.850
2026-05-11 15:44:37.061783,INSPECTING,1.033,1.000,0.00,0.00,-54.30,1.069,0.811,0.654,0.811,0.814,0.350,0.550,-0.552,-0.850
2026-05-11 15:44:37.394897,INSPECTING,1.077,1.000,0.00,0.00,-66.48,1.069,0.811,0.654,0.811,0.814,0.350,0.550,-0.552,-0.850
2026-05-11 15:44:37.773302,INSPECTING,1.100,1.000,0.00,0.00,-76.22,0.481,0.428,0.386,0.428,0.427,0.000,0.000,0.000,0.000
2026-05-11 15:44:38.002043,TURNING,1.107,1.000,0.00,0.00,-81.09,0.415,0.381,0.353,0.382,0.381,0.000,0.000,0.000,0.000
2026-05-11 15:44:38.093441,TURNING,1.112,1.000,0.00,0.00,-88.39,0.415,0.381,0.353,0.382,0.381,0.000,0.000,0.000,-0.800
2026-05-11 15:44:38.254775,TURNING,1.113,1.000,0.00,0.00,-89.85,0.405,0.379,0.355,0.379,0.379,0.000,0.000,0.000,-0.800
2026-05-11 15:44:38.464521,TURNING,1.113,1.000,0.00,0.00,-105.44,0.383,0.374,0.367,0.374,0.374,0.000,0.000,0.000,-0.800
2026-05-11 15:44:38.690295,TURNING,1.113,1.000,0.00,0.00,-114.61,0.353,0.367,0.385,0.368,0.368,0.000,0.000,0.000,-0.800
2026-05-11 15:44:38.891842,TURNING,1.113,1.000,0.00,0.00,-123.77,0.339,0.367,0.401,0.368,0.367,0.000,0.000,0.000,-0.800
2026-05-11 15:44:39.058706,TURNING,1.113,1.000,0.00,0.00,-132.94,0.333,0.378,0.438,0.378,0.378,0.000,0.000,0.000,-0.800
2026-05-11 15:44:39.289786,TURNING,1.113,1.000,0.00,0.00,-142.11,0.336,0.401,0.499,0.402,0.402,0.000,0.000,0.000,-0.800
2026-05-11 15:44:39.490977,TURNING,1.113,1.000,0.00,0.00,-151.27,0.353,0.454,0.623,0.454,0.453,0.000,0.000,0.000,-0.800
2026-05-11 15:44:39.723190,TURNING,1.113,1.000,0.00,0.00,-160.44,0.384,0.514,0.778,0.517,0.519,0.000,0.000,0.000,-0.800
2026-05-11 15:44:39.899055,TURNING,1.113,1.000,0.00,0.00,-169.61,0.442,0.663,10.000,0.658,0.659,0.000,0.000,0.000,-0.800
2026-05-11 15:44:40.111396,TURNING,1.113,1.000,0.00,0.00,-178.78,0.510,0.841,10.000,0.835,0.835,0.000,0.000,0.000,-0.800
2026-05-11 15:44:40.311933,TURNING,1.113,1.000,-0.00,0.00,172.06,0.632,10.000,10.000,10.000,1.973,0.000,0.000,0.000,-0.800
2026-05-11 15:44:40.517305,TURNING,1.113,1.000,-0.00,0.00,162.89,10.000,10.000,10.000,10.000,2.825,0.000,0.000,0.000,-0.800
2026-05-11 15:44:40.739045,TURNING,1.113,1.000,-0.00,0.00,153.72,0.304,0.459,10.000,10.000,2.790,0.000,0.000,0.000,-0.800
2026-05-11 15:44:40.923674,TURNING,1.113,1.000,-0.00,0.00,144.55,10.000,10.000,10.000,10.000,2.661,0.000,0.000,0.000,-0.797
2026-05-11 15:44:41.124233,TURNING,1.113,1.000,-0.00,0.00,135.41,10.000,10.000,0.832,10.000,2.200,0.000,0.000,0.000,-0.637
2026-05-11 15:44:41.374037,TURNING,1.113,1.000,-0.00,0.00,128.00,10.000,10.000,10.000,10.000,2.288,0.000,0.000,0.000,-0.508
2026-05-11 15:44:41.571070,TURNING,1.113,1.000,-0.00,0.00,121.96,10.000,10.000,10.000,10.000,2.460,0.000,0.000,0.000,-0.402
2026-05-11 15:44:41.799370,TURNING,1.113,1.000,-0.00,0.00,117.28,10.000,10.000,0.547,10.000,2.514,0.000,0.000,0.000,-0.321
2026-05-11 15:44:42.005301,TURNING,1.113,1.000,-0.00,0.00,113.48,10.000,10.000,2.266,10.000,2.825,0.000,0.000,0.000,-0.300
2026-05-11 15:44:42.197332,TURNING,1.113,1.000,-0.00,0.00,110.04,10.000,10.000,1.300,10.000,2.266,0.000,0.000,0.000,-0.300
2026-05-11 15:44:42.422820,TURNING,1.113,1.000,-0.00,0.00,106.60,10.000,0.350,0.350,10.000,2.179,0.000,0.000,0.000,-0.300
2026-05-11 15:44:42.678184,RETURNING,1.113,1.000,-0.00,0.00,103.17,10.000,2.288,1.257,2.266,2.159,0.000,0.000,0.000,0.000
2026-05-11 15:44:42.862687,RETURNING,1.109,1.000,-0.00,0.00,102.38,10.000,2.335,1.230,2.359,2.200,0.500,0.015,0.000,0.570
2026-05-11 15:44:43.020172,RETURNING,1.082,1.000,-0.00,0.00,108.87,10.000,2.542,1.204,2.487,1.973,0.500,0.052,0.000,0.584
2026-05-11 15:44:43.266926,RETURNING,1.045,1.000,-0.00,0.00,115.56,10.000,10.000,2.061,10.000,2.266,0.500,0.171,0.000,0.308
2026-05-11 15:44:43.462155,RETURNING,0.998,1.000,-0.00,0.00,120.77,10.000,10.000,2.007,10.000,2.724,0.500,0.134,0.000,0.319
2026-05-11 15:44:43.722838,RETURNING,0.944,1.000,-0.00,0.00,124.68,0.942,10.000,10.000,10.000,2.384,0.500,0.160,0.000,-0.600
2026-05-11 15:44:43.909417,RETURNING,0.886,1.000,-0.00,0.00,124.05,10.000,10.000,0.447,10.000,2.600,0.500,0.142,0.000,0.600
2026-05-11 15:44:44.134994,RETURNING,0.848,1.000,-0.00,0.00,129.55,0.942,10.000,10.000,10.000,2.434,0.500,0.155,0.000,-0.600
