timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
23:55:32.145,SEARCHING,0.000,0.000,1.000,0.00,0.00,0.00,7.940,8.961,7.995,8.461,8.674,0,0,SEARCHING,0.000,0.240,0.031,0.005
23:55:32.345,SEARCHING,0.071,0.000,1.000,0.00,0.00,0.16,3.123,6.665,3.337,4.880,5.873,0,0,SEARCHING,0.000,0.666,0.282,0.036
23:55:32.546,SEARCHING,0.210,0.001,1.000,0.00,0.00,0.61,3.089,6.568,3.381,4.870,5.696,0,0,SEARCHING,0.000,0.768,0.379,0.054
23:55:32.746,SEARCHING,0.365,0.003,1.000,0.00,0.00,1.31,3.012,6.349,3.626,4.869,5.317,0,0,SEARCHING,0.000,0.792,0.290,0.102
23:55:32.946,SEARCHING,0.523,0.008,1.000,0.00,0.00,2.73,2.939,5.793,4.194,4.868,4.965,0,0,SEARCHING,0.000,0.798,0.134,0.225
23:55:33.147,SEARCHING,0.683,0.019,1.000,0.00,0.00,5.69,2.742,5.026,4.685,4.752,4.400,0,0,SEARCHING,0.000,0.800,-0.052,0.391
23:55:33.347,SEARCHING,0.841,0.041,1.000,0.00,0.00,10.75,2.338,3.966,5.614,3.950,3.711,0,0,SEARCHING,0.000,0.800,-0.118,0.661
23:55:33.548,SEARCHING,0.996,0.080,1.000,0.00,0.00,19.15,1.718,3.263,6.708,3.274,3.121,0,0,SEARCHING,0.000,0.800,-0.085,0.971
23:55:33.749,SEARCHING,1.142,0.145,1.000,0.00,0.00,30.12,1.375,2.409,4.053,2.408,2.385,0,0,SEARCHING,0.000,0.746,-0.026,0.748
23:55:33.948,SEARCHING,1.257,0.222,1.000,0.00,0.00,37.54,1.176,1.619,2.987,1.611,1.609,0,0,SEARCHING,0.000,0.479,-0.006,0.305
23:55:34.149,SEARCHING,1.325,0.277,1.000,0.00,0.00,40.34,1.072,1.370,2.522,1.367,1.370,0,0,SEARCHING,0.000,0.310,-0.002,0.049
23:55:34.350,SEARCHING,1.370,0.315,1.000,0.00,0.00,40.53,1.026,1.296,2.363,1.291,1.292,0,0,SEARCHING,0.000,0.264,-0.000,-0.081
23:55:34.550,SEARCHING,1.410,0.349,1.000,0.00,0.00,39.44,0.980,1.247,2.342,1.247,1.250,0,0,SEARCHING,0.000,0.253,-0.000,-0.142
23:55:34.750,SEARCHING,1.449,0.381,1.000,0.00,0.00,37.72,0.960,1.227,2.383,1.227,1.223,0,0,SEARCHING,0.000,0.251,-0.000,-0.173
23:55:34.951,SEARCHING,1.490,0.411,1.000,0.00,0.00,35.71,0.939,1.217,2.494,1.213,1.212,0,0,SEARCHING,0.000,0.250,-0.000,-0.182
23:55:35.151,SEARCHING,1.531,0.439,1.000,0.00,0.00,33.59,0.918,1.371,2.483,1.362,1.303,0,0,SEARCHING,0.000,0.250,-0.000,-0.196
23:55:35.352,SEARCHING,1.573,0.466,1.000,0.00,0.00,31.31,0.902,1.530,2.461,1.522,1.523,0,0,SEARCHING,0.000,0.251,-0.000,-0.213
