timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
21:53:41.292,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,0.000,0.800,0.000,0.000
21:53:42.555,SEARCHING,0.048,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,0.000,0.800,0.000,0.000
21:53:44.488,SEARCHING,0.144,-0.000,1.010,0.00,0.00,-0.90,1.956,3.011,5.321,2.972,2.487,0,0,SEARCHING,0.000,0.800,0.079,-0.259
21:53:44.499,SEARCHING,0.208,-0.002,1.024,0.00,0.00,-2.09,1.956,3.011,5.321,2.972,2.487,0,0,SEARCHING,0.000,0.800,0.079,-0.259
21:53:44.585,SEARCHING,0.288,-0.005,1.041,0.00,0.00,-3.57,2.007,3.269,6.356,3.269,2.542,0,0,SEARCHING,0.000,0.800,0.105,-0.273
21:53:44.768,SEARCHING,0.384,-0.013,1.062,0.00,0.00,-5.49,1.956,3.415,6.934,3.365,2.571,0,0,SEARCHING,0.000,0.800,0.110,-0.294
21:53:44.967,SEARCHING,0.479,-0.023,1.084,0.00,0.00,-7.55,1.973,3.415,7.627,3.415,2.661,0,0,SEARCHING,0.000,0.800,0.100,-0.301
21:53:45.167,SEARCHING,0.574,-0.037,1.103,0.00,0.00,-9.58,2.025,3.415,6.356,3.415,2.724,0,0,SEARCHING,0.000,0.800,0.089,-0.269
21:53:45.367,SEARCHING,0.668,-0.055,1.121,0.00,0.00,-11.31,2.119,3.520,5.448,3.467,2.757,0,0,SEARCHING,0.000,0.800,0.089,-0.231
21:53:45.568,SEARCHING,0.762,-0.075,1.139,0.00,0.00,-12.85,2.179,3.575,4.974,3.575,2.757,0,0,SEARCHING,0.000,0.800,0.100,-0.206
21:53:45.769,SEARCHING,0.856,-0.097,1.158,0.00,0.00,-14.22,2.222,3.691,4.670,3.691,2.896,0,0,SEARCHING,0.000,0.800,0.089,-0.189
