timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
20:28:37.423,SEARCHING,0.048,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,0.000,0.800,0.000,0.000
20:28:37.627,SEARCHING,0.144,-0.000,1.003,0.00,0.00,-0.89,1.774,2.630,5.321,2.630,2.434,0,0,SEARCHING,0.000,0.800,0.037,-0.263
20:28:37.828,SEARCHING,0.240,-0.003,1.009,0.00,0.00,-2.69,1.802,2.661,5.581,2.692,2.487,0,0,SEARCHING,0.000,0.800,0.037,-0.263
20:28:38.028,SEARCHING,0.336,-0.009,1.017,0.00,0.00,-4.51,1.831,2.692,5.720,2.692,2.487,0,0,SEARCHING,0.000,0.800,0.037,-0.260
20:28:38.229,SEARCHING,0.431,-0.018,1.024,0.00,0.00,-6.30,1.876,2.724,6.184,2.757,2.514,0,0,SEARCHING,0.000,0.800,0.042,-0.260
20:28:38.430,SEARCHING,0.527,-0.029,1.033,0.00,0.00,-8.10,1.907,2.757,6.538,2.790,2.514,0,0,SEARCHING,0.000,0.800,0.047,-0.260
20:28:38.630,SEARCHING,0.621,-0.044,1.042,0.00,0.00,-9.91,1.845,2.860,7.151,2.896,2.542,0,0,SEARCHING,0.000,0.800,0.058,-0.281
20:28:38.831,SEARCHING,0.716,-0.062,1.053,0.00,0.00,-11.85,1.816,2.972,6.934,2.934,2.571,0,0,SEARCHING,0.000,0.800,0.058,-0.285
20:28:39.031,SEARCHING,0.809,-0.083,1.066,0.00,0.00,-13.77,1.845,3.092,6.934,3.134,2.600,0,0,SEARCHING,0.000,0.800,0.079,-0.278
20:28:39.231,SEARCHING,0.902,-0.107,1.082,0.00,0.00,-15.67,1.907,3.467,6.934,3.520,2.630,0,0,SEARCHING,0.000,0.800,0.115,-0.266
20:28:39.432,SEARCHING,0.994,-0.134,1.116,0.00,0.00,-17.50,1.956,4.237,6.538,4.237,2.724,0,0,SEARCHING,0.000,0.800,0.157,-0.251
20:28:39.632,SEARCHING,1.086,-0.164,1.150,0.00,0.00,-19.21,1.990,4.487,6.356,4.487,2.860,0,0,SEARCHING,0.000,0.800,0.152,-0.242
20:28:39.834,SEARCHING,1.176,-0.197,1.180,0.00,0.00,-20.87,2.025,4.576,5.867,4.576,2.934,0,0,SEARCHING,0.000,0.800,0.147,-0.226
20:28:40.034,SEARCHING,1.265,-0.232,1.210,0.00,0.00,-22.41,2.099,4.767,5.581,4.767,3.011,0,0,SEARCHING,0.000,0.800,0.147,-0.208
20:28:40.235,SEARCHING,1.354,-0.270,1.239,0.00,0.00,-23.82,2.138,4.868,5.200,4.974,3.092,0,0,SEARCHING,0.000,0.800,0.147,-0.193
20:28:40.435,SEARCHING,1.441,-0.309,1.268,0.00,0.00,-25.14,2.222,5.085,4.974,5.085,3.178,0,0,SEARCHING,0.000,0.800,0.142,-0.174
20:28:40.636,SEARCHING,1.528,-0.351,1.297,0.00,0.00,-26.33,2.266,5.200,4.487,5.085,3.223,0,0,SEARCHING,0.000,0.800,0.136,-0.153
20:28:40.837,SEARCHING,1.613,-0.394,1.325,0.00,0.00,-27.35,2.335,5.448,4.160,5.085,3.269,0,0,SEARCHING,0.000,0.800,0.131,-0.132
20:28:41.037,SEARCHING,1.698,-0.439,1.350,0.00,0.00,-28.16,2.661,5.581,4.014,4.974,3.365,0,0,SEARCHING,0.000,0.800,0.115,-0.089
20:28:41.238,SEARCHING,1.783,-0.484,1.375,0.00,0.00,-28.68,2.934,6.184,3.945,4.974,3.415,0,0,SEARCHING,0.000,0.800,0.110,-0.061
20:28:41.438,SEARCHING,1.867,-0.531,1.396,0.00,0.00,-29.09,2.972,6.538,3.945,4.868,3.520,0,0,SEARCHING,0.000,0.800,0.094,-0.058
20:28:41.639,SEARCHING,1.951,-0.578,1.415,0.00,0.00,-29.49,2.972,6.730,3.878,4.868,3.520,0,0,SEARCHING,0.000,0.800,0.094,-0.055
