timestamp,state,x,z,roll_deg,pitch_deg,yaw_deg,left,center,right,top,bottom,cmd_vx,cmd_vz,cmd_roll,cmd_yaw
2026-05-11 16:01:05.622608,SEARCHING,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 16:01:06.681109,SEARCHING,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 16:01:06.880256,SEARCHING,0.119,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0.700,0.000,0.000,0.000
2026-05-11 16:01:07.113886,SEARCHING,0.259,1.000,0.00,0.00,0.00,2.825,7.627,3.945,4.868,6.022,0.700,-0.024,-0.045,-0.090
2026-05-11 16:01:07.314701,SEARCHING,0.399,1.000,0.00,0.00,-0.93,2.860,7.381,3.878,4.868,5.200,0.700,-0.008,-0.041,-0.083
2026-05-11 16:01:07.523321,SEARCHING,0.539,1.000,0.00,0.00,-1.85,2.972,7.151,3.751,4.868,4.576,0.700,0.008,-0.031,-0.063
2026-05-11 16:01:07.733053,SEARCHING,0.679,1.000,0.00,0.00,-2.56,2.972,5.867,3.691,4.868,4.487,0.700,0.010,-0.029,-0.059
2026-05-11 16:01:07.938150,SEARCHING,0.819,1.000,0.00,0.00,-3.20,2.972,6.934,3.575,4.868,4.767,0.700,0.003,-0.026,-0.051
2026-05-11 16:01:08.146419,SEARCHING,0.958,1.000,0.00,0.00,-3.77,2.972,6.538,3.467,4.868,5.867,0.700,-0.021,-0.022,-0.043
2026-05-11 16:01:08.353334,SEARCHING,1.098,1.000,0.00,0.00,-4.26,3.011,6.538,3.520,4.868,3.365,0.700,0.055,-0.022,-0.043
2026-05-11 16:01:09.649625,SEARCHING,1.238,1.000,0.00,0.00,-4.72,3.051,6.184,3.365,4.868,4.974,0.700,-0.003,-0.014,-0.028
2026-05-11 16:01:09.669919,SEARCHING,1.377,1.000,0.00,0.00,-5.11,3.092,6.184,3.467,4.974,4.400,0.700,0.016,-0.016,-0.031
2026-05-11 16:01:09.830843,SEARCHING,1.517,1.000,0.00,0.00,-5.46,3.092,6.184,3.467,4.974,4.400,0.700,0.016,-0.016,-0.031
2026-05-11 16:01:10.046702,SEARCHING,1.656,1.000,0.00,0.00,-5.76,3.178,5.581,3.269,4.868,4.317,0.700,0.016,-0.004,-0.008
2026-05-11 16:01:10.256737,SEARCHING,1.795,1.000,0.00,0.00,-5.85,3.178,5.448,3.178,4.974,4.317,0.700,0.018,0.000,0.000
2026-05-11 16:01:10.467909,SEARCHING,1.934,1.000,0.00,0.00,-5.87,3.178,5.448,3.092,4.868,4.317,0.700,0.016,0.004,0.008
2026-05-11 16:01:10.679993,SEARCHING,2.074,1.000,0.00,0.00,-5.88,3.134,5.321,3.269,4.974,4.400,0.700,0.016,-0.006,-0.012
2026-05-11 16:01:10.893845,SEARCHING,2.213,1.000,0.00,0.00,-6.06,4.237,5.085,3.134,4.868,4.317,0.700,0.016,0.037,0.075
2026-05-11 16:01:11.105324,SEARCHING,2.352,1.000,0.00,0.00,-5.34,4.767,5.085,3.223,4.868,4.237,0.700,0.018,0.045,0.090
2026-05-11 16:01:11.318356,SEARCHING,2.492,1.000,0.00,0.00,-4.34,4.487,5.200,3.051,4.868,4.317,0.700,0.016,0.047,0.094
2026-05-11 16:01:11.522125,SEARCHING,2.631,1.000,0.00,0.00,-3.30,4.160,5.448,2.972,4.868,4.400,0.700,0.013,0.043,0.087
2026-05-11 16:01:11.726684,SEARCHING,2.771,1.000,0.00,0.00,-2.39,3.878,5.448,3.011,4.767,4.317,0.700,0.013,0.033,0.067
2026-05-11 16:01:11.932724,SEARCHING,2.911,1.000,0.00,0.00,-1.64,3.814,5.448,3.011,4.868,4.317,0.700,0.016,0.031,0.063
2026-05-11 16:01:12.148532,SEARCHING,3.051,1.000,0.00,0.00,-0.93,3.632,5.448,3.092,4.868,4.237,0.700,0.018,0.022,0.043
2026-05-11 16:01:12.338870,SEARCHING,3.191,1.000,0.00,0.00,-0.41,3.691,5.321,3.051,4.868,4.237,0.700,0.018,0.026,0.051
2026-05-11 16:01:12.542369,SEARCHING,3.331,1.000,0.00,0.00,0.16,3.691,5.321,3.051,4.868,4.400,0.700,0.013,0.026,0.051
2026-05-11 16:01:12.743847,SEARCHING,3.471,1.000,0.00,0.00,0.73,3.691,5.448,3.134,4.868,4.400,0.700,0.013,0.022,0.043
2026-05-11 16:01:12.959596,SEARCHING,3.611,1.000,0.00,0.00,1.23,3.632,5.321,3.134,4.974,4.400,0.700,0.016,0.020,0.039
