timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
21:06:56.781,SEARCHING,0.000,0.000,0.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,0.000,0.526,0.000,0.000
21:06:56.988,SEARCHING,0.117,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,0.000,0.734,0.000,0.000
21:06:57.190,SEARCHING,0.269,-0.000,1.000,0.00,0.00,-0.21,3.762,3.288,3.062,3.285,3.287,0,0,SEARCHING,0.000,0.784,0.000,-0.085
21:06:57.390,SEARCHING,0.411,-0.002,1.000,0.00,0.00,-1.28,1.923,1.265,0.995,1.270,1.288,0,0,SEARCHING,0.000,0.487,0.000,0.006
21:06:57.591,SEARCHING,0.490,-0.003,1.000,0.00,0.00,0.25,1.666,0.966,0.667,1.506,0.975,0,0,SEARCHING,0.000,0.307,0.061,0.382
21:06:57.792,SEARCHING,0.541,-0.001,1.020,0.00,0.00,5.07,1.558,2.294,0.630,2.360,1.546,0,0,SEARCHING,0.000,0.386,0.056,0.628
21:06:57.993,SEARCHING,0.609,0.008,1.022,0.00,0.00,11.12,1.481,2.105,0.671,2.108,2.016,0,0,SEARCHING,0.000,0.441,-0.019,0.650
21:06:58.193,SEARCHING,0.683,0.026,1.020,0.00,0.00,17.42,1.350,1.795,2.195,1.778,1.778,0,0,SEARCHING,0.000,0.393,-0.005,0.398
21:06:58.394,SEARCHING,0.754,0.051,1.020,0.00,0.00,20.25,1.234,1.549,2.384,1.553,1.549,0,0,SEARCHING,0.000,0.331,-0.001,0.085
21:06:58.595,SEARCHING,0.812,0.073,1.020,0.00,0.00,20.68,1.173,1.446,2.215,1.449,1.446,0,0,SEARCHING,0.000,0.277,-0.000,-0.025
21:06:58.795,SEARCHING,0.862,0.091,1.020,0.00,0.00,20.14,1.130,1.389,2.122,1.391,1.387,0,0,SEARCHING,0.000,0.256,-0.000,-0.080
21:06:58.995,SEARCHING,0.909,0.108,1.020,0.00,0.00,19.09,1.105,1.357,2.126,1.362,1.357,0,0,SEARCHING,0.000,0.252,-0.000,-0.107
