timestamp,state,x,y,z,roll_deg,pitch_deg,yaw_deg,dist_left,dist_center,dist_right,dist_top,dist_bottom,dtof_alert,collision_event,best_dir,max_space,cmd_vx,cmd_vz,cmd_yaw
20:31:15.669,SEARCHING,0.032,0.000,1.000,0.00,0.00,0.00,10.000,10.000,10.000,10.000,10.000,0,0,SEARCHING,0.000,0.800,0.000,0.000
20:31:15.872,SEARCHING,0.096,0.000,1.023,0.00,0.00,0.83,2.434,3.814,1.045,3.878,2.487,0,0,SEARCHING,0.000,0.800,0.173,0.382
20:31:16.072,SEARCHING,0.160,0.002,1.055,0.00,0.00,2.59,2.359,3.632,1.017,3.632,2.571,0,0,SEARCHING,0.000,0.800,0.136,0.392
20:31:16.274,SEARCHING,0.224,0.005,1.080,0.00,0.00,4.40,2.311,3.415,1.022,3.467,2.630,0,0,SEARCHING,0.000,0.800,0.110,0.382
20:31:16.474,SEARCHING,0.288,0.011,1.100,0.00,0.00,6.16,2.288,3.223,1.022,3.223,2.661,0,0,SEARCHING,0.000,0.800,0.079,0.379
20:31:16.674,SEARCHING,0.351,0.019,1.114,0.00,0.00,7.91,2.243,3.011,1.031,3.011,2.724,0,0,SEARCHING,0.000,0.800,0.042,0.367
20:31:16.875,SEARCHING,0.414,0.028,1.121,0.00,0.00,9.63,2.222,2.896,4.400,2.896,2.724,0,0,SEARCHING,0.000,0.800,0.026,-0.156
20:31:17.075,SEARCHING,0.478,0.039,1.125,0.00,0.00,8.90,2.119,2.860,4.400,2.860,2.757,0,0,SEARCHING,0.000,0.800,0.016,-0.171
20:31:17.278,SEARCHING,0.541,0.048,1.128,0.00,0.00,8.10,2.061,2.825,4.400,2.860,2.757,0,0,SEARCHING,0.000,0.800,0.016,-0.180
20:31:17.478,SEARCHING,0.604,0.057,1.131,0.00,0.00,7.26,1.973,2.860,0.490,2.860,2.757,0,0,SEARCHING,0.000,0.800,0.016,0.800
20:31:17.678,SEARCHING,0.668,0.066,1.133,0.00,0.00,8.68,1.973,2.724,4.086,2.724,2.724,0,0,SEARCHING,0.000,0.800,0.000,-0.184
20:31:17.879,SEARCHING,0.731,0.075,1.133,0.00,0.00,7.81,1.891,2.724,4.237,2.724,2.724,0,0,SEARCHING,0.000,0.800,0.000,-0.205
20:31:18.080,SEARCHING,0.794,0.084,1.134,0.00,0.00,6.85,1.845,2.757,4.317,2.757,2.692,0,0,SEARCHING,0.000,0.800,0.010,-0.217
20:31:18.280,SEARCHING,0.858,0.091,1.134,0.00,0.00,5.86,1.831,2.790,4.237,2.790,2.661,0,0,SEARCHING,0.000,0.800,0.021,-0.217
20:31:18.481,SEARCHING,0.922,0.097,1.137,0.00,0.00,4.86,1.845,2.790,4.400,2.757,2.757,0,0,SEARCHING,0.000,0.800,0.000,-0.220
20:31:18.683,SEARCHING,0.985,0.102,1.137,0.00,0.00,3.85,1.831,2.825,4.400,2.790,2.790,0,0,SEARCHING,0.000,0.800,0.000,-0.223
20:31:18.883,SEARCHING,1.049,0.106,1.137,0.00,0.00,2.82,1.831,2.860,4.400,2.860,2.790,0,0,SEARCHING,0.000,0.800,0.010,-0.223
20:31:19.082,SEARCHING,1.113,0.109,1.140,0.00,0.00,4.14,1.788,2.757,4.400,2.757,2.757,0,0,SEARCHING,0.000,0.800,0.000,-0.232
20:31:19.281,SEARCHING,1.177,0.113,1.141,0.00,0.00,3.09,1.747,2.757,4.237,2.790,2.757,0,0,SEARCHING,0.000,0.800,0.005,-0.236
20:31:19.483,SEARCHING,1.241,0.116,1.142,0.00,0.00,2.01,1.774,2.724,4.317,2.757,2.757,0,0,SEARCHING,0.000,0.800,0.000,-0.232
20:31:19.682,SEARCHING,1.305,0.118,1.143,0.00,0.00,3.31,1.670,2.600,3.945,2.600,2.571,0,0,SEARCHING,0.000,0.800,0.005,-0.242
20:31:19.882,SEARCHING,1.369,0.121,1.143,0.00,0.00,2.21,1.708,2.630,4.160,2.692,2.692,0,0,SEARCHING,0.000,0.800,0.000,-0.242
20:31:20.083,SEARCHING,1.433,0.123,1.143,0.00,0.00,1.10,1.720,2.724,4.317,2.692,2.692,0,0,SEARCHING,0.000,0.800,0.000,-0.245
20:31:20.284,SEARCHING,1.497,0.125,1.142,0.00,0.00,2.37,1.611,2.460,3.751,2.514,2.514,0,0,SEARCHING,0.000,0.800,0.000,-0.248
